natmass,age,sex,sei,region,polviews
Too Little,22,Female,40.099998,South Atlantic,Slightly Liberal
Too Little,36,Male,86.699997,E. Nor. Central,Slightly Conservative
About Right,31,Male,37.799999,Pacific,Moderate
About Right,24,Female,26.4,South Atlantic,Slightly Conservative
Too Little,39,Female,73.199997,Middle Atlantic,Moderate
About Right,38,Male,63.200001,South Atlantic,Liberal
About Right,32,Male,43.400002,W. Sou. Central,Slightly Conservative
About Right,38,Female,59.299999,South Atlantic,Moderate
Too Little,40,Female,68.099998,Pacific,Liberal
About Right,43,Female,69.199997,Middle Atlantic,Moderate
Too Little,25,Male,32,Pacific,Slightly Liberal
Too Little,81,Male,52.400002,New England,Moderate
Too Little,41,Female,61.900002,W. Sou. Central,Moderate
About Right,22,Female,32.400002,E. Nor. Central,Liberal
About Right,49,Male,63.200001,Pacific,Slightly Liberal
About Right,39,Female,57.099998,New England,Moderate
Too Little,36,Male,97.199997,Pacific,Liberal
Too Little,61,Male,97.199997,South Atlantic,Slightly Liberal
About Right,64,Female,29.299999,South Atlantic,Slightly Liberal
Too Little,43,Female,64.400002,South Atlantic,Moderate
About Right,31,Female,73.199997,Mountain,Liberal
Too Little,51,Female,53.5,Pacific,Slightly Conservative
About Right,35,Male,38.099998,E. Nor. Central,Moderate
About Right,25,Male,37.799999,South Atlantic,Moderate
Too Little,41,Male,86.699997,Pacific,Slightly Conservative
Too Little,23,Male,63.5,Pacific,Conservative
About Right,29,Male,38.400002,W. Nor. Central,Slightly Conservative
Too Little,50,Female,38.900002,E. Nor. Central,Liberal
Too Much,45,Female,78.5,Mountain,Conservative
Too Little,30,Female,83.699997,South Atlantic,Slightly Liberal
Too Little,43,Male,31.5,South Atlantic,Conservative
About Right,24,Male,38.200001,E. Sou. Central,Moderate
About Right,47,Male,31.5,Pacific,Liberal
About Right,69,Female,64.099998,E. Sou. Central,Slightly Conservative
About Right,37,Female,32.400002,W. Sou. Central,Extremely Liberal
About Right,27,Female,50.5,W. Sou. Central,Moderate
About Right,81,Female,43.700001,South Atlantic,Conservative
About Right,27,Female,67,W. Nor. Central,Moderate
About Right,26,Male,32.400002,Mountain,Moderate
Too Little,43,Female,27.5,E. Sou. Central,Conservative
About Right,46,Female,33.099998,Mountain,Liberal
Too Little,26,Female,38.900002,South Atlantic,Extremely Liberal
About Right,51,Male,67,W. Nor. Central,Slightly Liberal
Too Little,67,Male,87.900002,South Atlantic,Slightly Conservative
About Right,27,Male,69.699997,Mountain,Conservative
Too Little,32,Male,63.5,W. Nor. Central,Conservative
About Right,47,Male,38.200001,Mountain,Slightly Liberal
Too Little,25,Male,63.5,South Atlantic,Slightly Conservative
Too Little,55,Male,83.699997,South Atlantic,Slightly Liberal
Too Little,88,Female,22.700001,Middle Atlantic,Moderate
Too Little,38,Male,49.599998,Pacific,Liberal
About Right,24,Male,33.099998,W. Sou. Central,Moderate
About Right,29,Male,63.5,Pacific,Slightly Liberal
Too Much,29,Male,83.699997,Pacific,Moderate
Too Little,54,Male,34.299999,Pacific,Liberal
Too Little,49,Female,33.099998,South Atlantic,Liberal
About Right,41,Female,63.5,South Atlantic,Moderate
About Right,45,Female,60.599998,E. Nor. Central,Extremely Liberal
About Right,50,Female,51.900002,South Atlantic,Moderate
Too Little,71,Male,28.4,Pacific,Conservative
Too Much,50,Male,45.299999,E. Nor. Central,Extremely Conservative
About Right,29,Female,69.199997,W. Nor. Central,Moderate
Too Little,54,Male,53.900002,Mountain,Slightly Liberal
Too Little,48,Female,57.099998,Middle Atlantic,Conservative
About Right,29,Female,38,E. Nor. Central,Extremely Conservative
Too Little,35,Male,84.199997,South Atlantic,Moderate
Too Little,57,Female,31.5,Mountain,Moderate
About Right,28,Male,28.4,E. Nor. Central,Moderate
Too Much,67,Male,73.900002,South Atlantic,Extremely Conservative
About Right,34,Female,46.799999,Mountain,Liberal
About Right,48,Male,27.200001,E. Nor. Central,Extremely Liberal
Too Little,57,Male,56.5,Middle Atlantic,Liberal
About Right,24,Male,80,Mountain,Extremely Conservative
Too Little,75,Female,61.900002,Pacific,Liberal
About Right,60,Female,22.700001,Pacific,Moderate
Too Little,36,Male,37.900002,Pacific,Conservative
Too Little,55,Female,68.099998,W. Nor. Central,Slightly Liberal
About Right,41,Male,31.299999,Mountain,Moderate
Too Much,41,Male,86.599998,E. Nor. Central,Conservative
Too Much,50,Female,17.6,South Atlantic,Moderate
Too Little,27,Female,33.900002,Middle Atlantic,Slightly Conservative
Too Little,78,Female,48.5,W. Nor. Central,Slightly Conservative
About Right,29,Female,36.5,W. Nor. Central,Slightly Conservative
Too Little,47,Male,31.4,E. Nor. Central,Moderate
About Right,80,Female,27.5,E. Nor. Central,Slightly Conservative
About Right,57,Female,73.199997,E. Nor. Central,Moderate
Too Little,47,Male,32.299999,South Atlantic,Moderate
Too Little,56,Female,40,Middle Atlantic,Moderate
Too Little,45,Male,28.6,Pacific,Liberal
About Right,31,Male,38.900002,Middle Atlantic,Liberal
Too Much,31,Male,48.5,South Atlantic,Conservative
About Right,52,Female,22.700001,South Atlantic,Slightly Liberal
About Right,50,Male,31.299999,South Atlantic,Conservative
About Right,63,Female,62.5,South Atlantic,Extremely Conservative
About Right,27,Male,64.099998,W. Nor. Central,Moderate
About Right,82,Male,73.199997,Middle Atlantic,Conservative
Too Little,44,Male,43.400002,Mountain,Conservative
About Right,28,Male,32.299999,E. Nor. Central,Moderate
Too Much,41,Female,42.299999,Middle Atlantic,Moderate
About Right,48,Male,36.5,W. Sou. Central,Moderate
About Right,82,Female,38.400002,E. Nor. Central,Conservative
About Right,22,Female,33.900002,New England,Moderate
About Right,26,Male,36.5,E. Sou. Central,Conservative
Too Little,67,Male,38.900002,South Atlantic,Moderate
About Right,32,Male,38.200001,Middle Atlantic,Moderate
Too Little,29,Female,73.800003,E. Nor. Central,Liberal
About Right,63,Male,26.5,W. Sou. Central,Slightly Conservative
About Right,25,Female,39,W. Nor. Central,Moderate
About Right,43,Female,73.199997,Mountain,Moderate
About Right,43,Female,64.099998,E. Nor. Central,Conservative
About Right,29,Female,32,E. Nor. Central,Slightly Conservative
About Right,64,Male,63.5,E. Sou. Central,Liberal
About Right,34,Female,25.5,South Atlantic,Conservative
About Right,76,Female,80.300003,South Atlantic,Slightly Liberal
Too Little,63,Male,92.300003,Mountain,Conservative
About Right,25,Female,26.700001,E. Nor. Central,Moderate
About Right,81,Female,37.900002,W. Nor. Central,Moderate
Too Little,44,Male,31.5,New England,Conservative
Too Little,63,Male,65.800003,E. Nor. Central,Conservative
Too Little,45,Female,73.199997,South Atlantic,Moderate
Too Little,57,Male,53.900002,W. Nor. Central,Conservative
Too Little,42,Male,33.400002,South Atlantic,Conservative
Too Little,63,Female,33.900002,New England,Moderate
About Right,28,Male,31.4,W. Sou. Central,Moderate
Too Much,22,Male,32.299999,Mountain,Liberal
About Right,23,Female,32.400002,Middle Atlantic,Slightly Liberal
About Right,35,Male,63.5,W. Nor. Central,Moderate
About Right,27,Female,33.099998,W. Sou. Central,Conservative
About Right,42,Female,73.199997,Middle Atlantic,Moderate
Too Little,72,Female,38.400002,Middle Atlantic,Moderate
Too Little,33,Female,50.700001,W. Sou. Central,Slightly Conservative
About Right,44,Male,64.099998,E. Nor. Central,Moderate
About Right,40,Male,73.900002,Pacific,Moderate
About Right,59,Female,73.199997,E. Nor. Central,Moderate
Too Little,44,Female,35.099998,W. Sou. Central,Slightly Conservative
About Right,38,Female,22.700001,E. Sou. Central,Slightly Conservative
Too Little,61,Male,73.300003,E. Nor. Central,Slightly Conservative
About Right,49,Male,68.099998,Middle Atlantic,Liberal
About Right,50,Female,26.5,Mountain,Moderate
Too Little,57,Male,69.199997,Pacific,Slightly Liberal
Too Little,33,Male,76.300003,Middle Atlantic,Moderate
About Right,59,Male,63.5,W. Nor. Central,Moderate
Too Much,34,Female,37.599998,W. Nor. Central,Moderate
About Right,23,Female,27.5,W. Nor. Central,Moderate
Too Little,33,Male,29.799999,South Atlantic,Moderate
About Right,33,Female,22.700001,Middle Atlantic,Moderate
About Right,51,Female,27.700001,W. Sou. Central,Liberal
Too Little,43,Female,32,E. Sou. Central,Moderate
About Right,70,Female,50.5,Pacific,Conservative
About Right,37,Female,22.5,South Atlantic,Moderate
Too Little,23,Male,36.5,South Atlantic,Slightly Conservative
Too Little,67,Female,29.1,E. Nor. Central,Moderate
Too Little,50,Male,64.099998,E. Sou. Central,Moderate
Too Little,60,Female,65.800003,Middle Atlantic,Moderate
About Right,36,Male,31.5,E. Sou. Central,Slightly Conservative
About Right,28,Female,32,South Atlantic,Extremely Conservative
About Right,71,Female,63.5,South Atlantic,Moderate
Too Little,77,Male,69.699997,E. Nor. Central,Moderate
Too Little,60,Male,63.5,E. Sou. Central,Conservative
Too Little,57,Female,75.900002,Middle Atlantic,Extremely Liberal
Too Little,37,Female,73.199997,W. Sou. Central,Slightly Liberal
About Right,55,Female,37.700001,Middle Atlantic,Extremely Conservative
About Right,33,Female,78.5,E. Nor. Central,Slightly Liberal
About Right,36,Male,45.799999,South Atlantic,Slightly Conservative
About Right,24,Female,26.4,W. Nor. Central,Slightly Liberal
Too Little,45,Male,62.5,E. Nor. Central,Moderate
Too Little,44,Male,29.200001,Pacific,Extremely Liberal
About Right,23,Male,63.200001,W. Nor. Central,Moderate
About Right,32,Female,28.4,Pacific,Conservative
Too Little,36,Male,33.099998,E. Nor. Central,Extremely Liberal
About Right,58,Male,37.299999,W. Nor. Central,Conservative
Too Little,47,Male,34.299999,W. Nor. Central,Conservative
About Right,36,Female,73.199997,E. Nor. Central,Moderate
About Right,61,Female,78.5,Pacific,Moderate
Too Little,52,Male,52.5,Pacific,Moderate
About Right,24,Male,31.4,Pacific,Slightly Conservative
Too Little,65,Male,70.5,New England,Moderate
About Right,21,Male,58.299999,South Atlantic,Moderate
About Right,61,Male,51.900002,New England,Moderate
Too Much,40,Male,31.5,E. Nor. Central,Slightly Liberal
About Right,86,Male,35.400002,Middle Atlantic,Slightly Conservative
About Right,49,Male,76.400002,W. Sou. Central,Moderate
About Right,19,Female,34.299999,Middle Atlantic,Extremely Liberal
About Right,48,Female,37.700001,Mountain,Slightly Conservative
About Right,44,Female,53.299999,Pacific,Slightly Conservative
About Right,58,Female,22.9,South Atlantic,Moderate
About Right,42,Female,29.200001,Middle Atlantic,Moderate
About Right,28,Female,32.400002,Middle Atlantic,Moderate
Too Little,44,Female,45.400002,Mountain,Liberal
About Right,27,Female,64.800003,South Atlantic,Moderate
About Right,36,Female,69.199997,Middle Atlantic,Moderate
Too Little,57,Female,69.699997,South Atlantic,Slightly Liberal
About Right,23,Male,56.5,W. Sou. Central,Moderate
About Right,55,Female,80.300003,Mountain,Liberal
Too Much,57,Female,64.199997,South Atlantic,Moderate
Too Little,42,Male,22.700001,Middle Atlantic,Conservative
About Right,63,Male,38.700001,Mountain,Moderate
Too Much,61,Female,38.400002,E. Nor. Central,Conservative
Too Much,24,Male,44.200001,Pacific,Moderate
About Right,54,Female,37.599998,Middle Atlantic,Moderate
Too Little,22,Male,34.299999,W. Sou. Central,Slightly Conservative
About Right,76,Female,38.400002,Middle Atlantic,Conservative
Too Little,50,Female,82.699997,Mountain,Liberal
Too Little,25,Male,42.200001,Pacific,Slightly Conservative
Too Little,42,Female,33.099998,South Atlantic,Liberal
About Right,43,Female,32.400002,W. Nor. Central,Extremely Conservative
Too Little,35,Male,34.200001,New England,Moderate
Too Little,38,Female,33.599998,Middle Atlantic,Liberal
Too Little,78,Female,32,South Atlantic,Conservative
Too Little,69,Female,26.4,Mountain,Slightly Liberal
Too Little,48,Male,63.200001,E. Nor. Central,Conservative
About Right,61,Male,63.5,Pacific,Conservative
About Right,35,Male,33.599998,Middle Atlantic,Extremely Conservative
About Right,56,Female,34.599998,Pacific,Slightly Liberal
About Right,35,Female,81,W. Nor. Central,Slightly Liberal
About Right,48,Female,21.1,E. Nor. Central,Liberal
Too Much,78,Male,34.200001,South Atlantic,Moderate
Too Little,65,Male,48.900002,E. Nor. Central,Slightly Conservative
About Right,51,Male,38.200001,W. Sou. Central,Moderate
About Right,57,Female,36.5,New England,Liberal
About Right,51,Female,29.299999,E. Nor. Central,Conservative
About Right,19,Female,30.799999,Pacific,Moderate
About Right,67,Male,63.5,South Atlantic,Slightly Conservative
Too Little,28,Male,64.199997,Mountain,Liberal
About Right,30,Female,73.599998,E. Nor. Central,Slightly Liberal
Too Little,28,Male,73.199997,Pacific,Moderate
Too Little,24,Male,29.4,Middle Atlantic,Moderate
Too Much,53,Male,39.400002,Middle Atlantic,Extremely Conservative
Too Little,61,Female,85.099998,New England,Liberal
About Right,56,Female,33.099998,South Atlantic,Conservative
Too Little,30,Male,28.4,Pacific,Extremely Liberal
Too Much,33,Male,27.700001,E. Nor. Central,Slightly Liberal
About Right,29,Female,29.299999,W. Sou. Central,Moderate
Too Little,32,Male,69.199997,E. Nor. Central,Liberal
Too Little,38,Female,34.400002,W. Sou. Central,Extremely Liberal
Too Little,41,Female,33.099998,Pacific,Liberal
About Right,32,Female,67,South Atlantic,Moderate
Too Much,52,Male,31.5,W. Sou. Central,Slightly Conservative
Too Much,37,Female,64.199997,E. Nor. Central,Liberal
About Right,59,Female,26.4,W. Sou. Central,Moderate
Too Little,57,Female,53.900002,Middle Atlantic,Extremely Liberal
About Right,62,Male,28.4,E. Nor. Central,Conservative
Too Little,74,Female,73.199997,E. Nor. Central,Conservative
Too Little,42,Female,74.400002,W. Nor. Central,Moderate
Too Little,21,Female,33.099998,Pacific,Slightly Liberal
About Right,81,Female,63.5,Middle Atlantic,Moderate
About Right,37,Male,83.699997,W. Sou. Central,Liberal
About Right,69,Male,97.199997,South Atlantic,Slightly Conservative
Too Little,45,Female,97.199997,W. Sou. Central,Slightly Conservative
Too Little,40,Male,81.900002,Middle Atlantic,Slightly Liberal
Too Little,29,Female,39.400002,South Atlantic,Moderate
About Right,51,Female,78.5,South Atlantic,Slightly Conservative
About Right,73,Female,73.199997,New England,Slightly Conservative
About Right,84,Female,29.299999,W. Nor. Central,Moderate
About Right,21,Male,30.799999,Pacific,Liberal
About Right,41,Male,75.199997,Middle Atlantic,Slightly Liberal
Too Little,37,Male,80.300003,Middle Atlantic,Slightly Conservative
About Right,42,Male,31.5,W. Nor. Central,Liberal
About Right,44,Female,63.5,Middle Atlantic,Moderate
About Right,48,Male,82.699997,Mountain,Moderate
Too Little,36,Female,52.299999,E. Nor. Central,Slightly Liberal
About Right,29,Male,31.299999,Pacific,Moderate
About Right,73,Female,51,Middle Atlantic,Slightly Conservative
Too Little,47,Female,33.099998,Mountain,Moderate
About Right,55,Male,28.4,W. Sou. Central,Conservative
About Right,29,Male,34.200001,Mountain,Conservative
About Right,27,Male,38.400002,Mountain,Conservative
About Right,53,Female,36.5,W. Sou. Central,Moderate
Too Little,32,Female,38,Middle Atlantic,Moderate
About Right,80,Male,44.700001,E. Nor. Central,Slightly Liberal
About Right,77,Female,50.700001,Middle Atlantic,Moderate
Too Little,68,Male,76.400002,New England,Slightly Conservative
Too Little,28,Male,83.699997,South Atlantic,Conservative
Too Little,42,Male,60.5,E. Nor. Central,Moderate
About Right,79,Male,31.5,New England,Moderate
About Right,40,Male,73.300003,E. Nor. Central,Slightly Conservative
About Right,31,Male,53.900002,W. Sou. Central,Moderate
Too Little,37,Female,50.700001,Pacific,Liberal
Too Little,24,Male,26.700001,Mountain,Slightly Liberal
Too Little,42,Female,38,South Atlantic,Liberal
Too Little,63,Male,63.5,Pacific,Liberal
About Right,26,Male,58.799999,E. Sou. Central,Moderate
Too Little,72,Male,33.200001,Middle Atlantic,Moderate
Too Little,41,Male,34.200001,Pacific,Slightly Liberal
About Right,40,Female,51.900002,South Atlantic,Slightly Liberal
Too Little,33,Male,27.5,Pacific,Extremely Liberal
About Right,40,Female,23.299999,Middle Atlantic,Moderate
Too Little,34,Female,62.5,Mountain,Liberal
Too Much,25,Female,27.5,E. Sou. Central,Moderate
Too Little,50,Male,44.700001,E. Nor. Central,Slightly Conservative
About Right,62,Female,28.4,South Atlantic,Conservative
Too Little,68,Female,22.700001,E. Nor. Central,Moderate
Too Little,83,Female,78.5,E. Nor. Central,Extremely Liberal
About Right,51,Female,31.200001,W. Sou. Central,Slightly Conservative
About Right,56,Female,26.4,South Atlantic,Liberal
Too Little,62,Female,36.5,E. Nor. Central,Moderate
About Right,35,Female,74.400002,Pacific,Moderate
About Right,82,Female,21.200001,South Atlantic,Slightly Liberal
About Right,25,Female,37.700001,E. Nor. Central,Liberal
Too Little,47,Male,64.099998,W. Sou. Central,Conservative
Too Little,47,Male,34.200001,Pacific,Slightly Conservative
About Right,78,Female,27.5,E. Sou. Central,Liberal
Too Little,52,Male,49.299999,E. Sou. Central,Conservative
About Right,38,Female,17.1,E. Nor. Central,Moderate
About Right,54,Female,62,Pacific,Conservative
